"Gene_id","Gene_name","Gene_type","Chromosome","Gene_start","Gene_end","Gene_age"
"ENSG00000222733","RNY4P29","misc_RNA","13",58527655,58527751,18
"ENSG00000239003","RNU7-88P","snRNA","13",59480070,59480132,18
"ENSG00000139734","DIAPH3","protein_coding","13",59665583,60163987,1
"ENSG00000265745","RN7SL375P","misc_RNA","13",60034465,60034762,19
"ENSG00000202151","RNY4P28","misc_RNA","13",60187738,60187830,18
"ENSG00000083544","TDRD3","protein_coding","13",60396457,60573878,2
"ENSG00000223076","RNA5SP31","rRNA","13",60613608,60613734,17
"ENSG00000206854","RNY3P5","misc_RNA","13",60789560,60789661,17
"ENSG00000266663","MIR3169","miRNA","13",61199798,61199880,19
"ENSG00000280165","PCDH20","protein_coding","13",61409685,61415522,12
"ENSG00000274052","OR7E156P","unprocessed_pseudogene","13",63742341,63742804,18
"ENSG00000202478","RNU6-81P","snRNA","13",63783801,63783904,16
"ENSG00000263581","MIR548X2","miRNA","13",65966330,65966429,19
"ENSG00000184226","PCDH9","protein_coding","13",66302834,67230445,12
"ENSG00000238500","RNU7-87P","snRNA","13",66630715,66630776,14
"ENSG00000243671","RN7SL761P","misc_RNA","13",68693804,68694081,19
"ENSG00000150361","KLHL1","protein_coding","13",69700594,70108493,14
"ENSG00000207495","RNY3P10","misc_RNA","13",69802940,69803041,19
"ENSG00000202433","RNU6-54P","snRNA","13",70459464,70459570,17
"ENSG00000276644","DACH1","protein_coding","13",71437966,71867192,6
"ENSG00000206922","RNU6-80P","snRNA","13",72706017,72706123,15
"ENSG00000204899","MZT1","protein_coding","13",72708357,72727687,1
"ENSG00000136122","BORA","protein_coding","13",72727749,72756198,6
"ENSG00000083520","DIS3","protein_coding","13",72752169,72782096,1
"ENSG00000083535","PIBF1","protein_coding","13",72782059,73016461,1
"ENSG00000199381","RNU6-79P","snRNA","13",72881108,72881214,15
"ENSG00000102554","KLF5","protein_coding","13",73054976,73077542,3
"ENSG00000200267","RNU6-66P","snRNA","13",73112915,73113018,17
"ENSG00000201253","RNU4-10P","snRNA","13",73191528,73191667,16
"ENSG00000206697","RNY1P8","misc_RNA","13",73227147,73227260,19
"ENSG00000118922","KLF12","protein_coding","13",73686089,73995056,12
"ENSG00000206617","RNY1P5","misc_RNA","13",74289100,74289214,16
"ENSG00000206812","RNU6-38P","snRNA","13",75109587,75109693,15
"ENSG00000136111","TBC1D4","protein_coding","13",75284665,75482114,3
"ENSG00000188243","COMMD6","protein_coding","13",75525219,75549439,3
"ENSG00000118939","UCHL3","protein_coding","13",75549480,75606020,1
"ENSG00000136153","LMO7","protein_coding","13",75620434,75859870,12
"ENSG00000178734","LMO7DN","protein_coding","13",75871038,75883811,19
"ENSG00000243274","RN7SL571P","misc_RNA","13",76134931,76135225,18
"ENSG00000178695","KCTD12","protein_coding","13",76880166,76886390,12
"ENSG00000102794","ACOD1","protein_coding","13",76948497,76958642,1
"ENSG00000102805","CLN5","protein_coding","13",76990660,77019143,3
"ENSG00000005812","FBXL3","protein_coding","13",76992598,77027195,9
"ENSG00000005810","MYCBP2","protein_coding","13",77044655,77327050,3
"ENSG00000136155","SCEL","protein_coding","13",77535674,77645263,12
"ENSG00000206800","RNY3P7","misc_RNA","13",77623372,77623472,18
"ENSG00000139737","SLAIN1","protein_coding","13",77697854,77764242,12
"ENSG00000136160","EDNRB","protein_coding","13",77895481,77975529,6
"ENSG00000243035","RN7SL810P","misc_RNA","13",77947497,77947772,19
"ENSG00000200686","RNY3P3","misc_RNA","13",78355227,78355328,19
"ENSG00000152192","POU4F1","protein_coding","13",78598362,78603560,7
"ENSG00000152193","RNF219","protein_coding","13",78614291,78659179,6
"ENSG00000139746","RBM26","protein_coding","13",79311824,79406477,2
"ENSG00000252496","RNA5SP33","rRNA","13",79389534,79389631,16
"ENSG00000102471","NDFIP2","protein_coding","13",79481124,79556075,12
"ENSG00000136158","SPRY2","protein_coding","13",80335976,80340951,6
"ENSG00000202398","RNU6-61P","snRNA","13",80369426,80369534,15
"ENSG00000222486","RNU6-77P","snRNA","13",81265747,81265837,13
"ENSG00000222791","RNU6-67P","snRNA","13",83298071,83298167,15
"ENSG00000178235","SLITRK1","protein_coding","13",83877205,83882393,12
"ENSG00000184564","SLITRK6","protein_coding","13",85792787,85806683,12
"ENSG00000165300","SLITRK5","protein_coding","13",87672615,87696272,12
"ENSG00000252696","RNA5SP34","rRNA","13",90135712,90135841,15
"ENSG00000251753","RNU6-75P","snRNA","13",90781766,90781869,15
"ENSG00000179399","GPC5","protein_coding","13",91398607,92873682,7
"ENSG00000252508","RNU4ATAC3P","snRNA","13",92059844,92059969,11
"ENSG00000263741","MIR548AS","miRNA","13",92490163,92490220,19
"ENSG00000183098","GPC6","protein_coding","13",93226842,94407401,7
"ENSG00000212559","RNA5SP35","rRNA","13",94025470,94025598,18
"ENSG00000080166","DCT","protein_coding","13",94436808,94479682,9
"ENSG00000088451","TGDS","protein_coding","13",94574051,94596257,1
"ENSG00000152749","GPR180","protein_coding","13",94601903,94634645,2
"ENSG00000222129","RNA5SP36","rRNA","13",94651397,94651529,14
"ENSG00000274168","RN7SL585P","misc_RNA","13",94699223,94699502,19
"ENSG00000125285","SOX21","protein_coding","13",94709622,94712399,12
"ENSG00000252335","RNU6-62P","snRNA","13",95019235,95019336,17
"ENSG00000125257","ABCC4","protein_coding","13",95019829,95301475,1
"ENSG00000223298","RNY3P8","misc_RNA","13",95310830,95310955,16
"ENSG00000200211","RNY4P27","misc_RNA","13",95336106,95336201,18
"ENSG00000134873","CLDN10","protein_coding","13",95433604,95579759,12
"ENSG00000134874","DZIP1","protein_coding","13",95578202,95644703,1
"ENSG00000102580","DNAJC3","protein_coding","13",95677139,95794989,1
"ENSG00000102595","UGGT2","protein_coding","13",95801580,96053482,1
"ENSG00000185352","HS6ST3","protein_coding","13",96090839,96839562,12
"ENSG00000242614","RN7SL164P","misc_RNA","13",96169545,96169847,19
"ENSG00000222472","RN7SKP7","misc_RNA","13",96949249,96949533,16
"ENSG00000165621","OXGR1","protein_coding","13",96985719,96994730,12
"ENSG00000139793","MBNL2","protein_coding","13",97221434,97394120,6
"ENSG00000202290","RNA5SP37","rRNA","13",97362972,97363101,15
"ENSG00000125249","RAP2A","protein_coding","13",97434222,97469128,1
"ENSG00000065150","IPO5","protein_coding","13",97953658,98024297,1
"ENSG00000152767","FARP1","protein_coding","13",98142562,98455176,6
"ENSG00000139797","RNF113B","protein_coding","13",98175785,98177265,1
"ENSG00000222969","RN7SKP8","misc_RNA","13",98203835,98204192,19
"ENSG00000263399","MIR3170","miRNA","13",98208524,98208600,19
"ENSG00000102572","STK24","protein_coding","13",98445185,98577940,1
"ENSG00000243366","RN7SL60P","misc_RNA","13",98671980,98672278,19
"ENSG00000088386","SLC15A1","protein_coding","13",98683801,98752654,1
"ENSG00000088387","DOCK9","protein_coding","13",98793429,99086625,7
"ENSG00000207298","RNU6-83P","snRNA","13",99025234,99025345,14
"ENSG00000134882","UBAC2","protein_coding","13",99200774,99386434,2
"ENSG00000201793","RN7SKP9","misc_RNA","13",99205708,99206006,16
"ENSG00000125245","GPR18","protein_coding","13",99254714,99261744,12
"ENSG00000169508","GPR183","protein_coding","13",99294530,99307405,12
"ENSG00000125304","TM9SF2","protein_coding","13",99446311,99564006,1
"ENSG00000125246","CLYBL","protein_coding","13",99606669,99897134,1
"ENSG00000139800","ZIC5","protein_coding","13",99962964,99971909,7
"ENSG00000043355","ZIC2","protein_coding","13",99981772,99986773,12
"ENSG00000175198","PCCA","protein_coding","13",100089015,100530437,1
"ENSG00000134864","GGACT","protein_coding","13",100530164,100589528,1
"ENSG00000125247","TMTC4","protein_coding","13",100603927,100675093,1
"ENSG00000102452","NALCN","protein_coding","13",101053776,101416492,3
"ENSG00000198542","ITGBL1","protein_coding","13",101452593,101720856,12
"ENSG00000102466","FGF14","protein_coding","13",101710804,102402457,12
"ENSG00000201155","RNU1-24P","snRNA","13",101778884,101779048,14
"ENSG00000265164","MIR2681","miRNA","13",101967642,101967746,19
"ENSG00000201690","RNY1P2","misc_RNA","13",102016953,102017069,17
"ENSG00000264482","MIR4705","miRNA","13",102045934,102046004,19
"ENSG00000134900","TPP2","protein_coding","13",102597003,102679958,1
"ENSG00000139780","METTL21C","protein_coding","13",102685744,102694504,12
"ENSG00000175820","CCDC168","protein_coding","13",102729369,102759070,17
"ENSG00000151287","TEX30","protein_coding","13",102765990,102773811,1
"ENSG00000134901","KDELC1","protein_coding","13",102784281,102799007,2
"ENSG00000134897","BIVM","protein_coding","13",102799049,102841535,1
"ENSG00000270181","BIVM-ERCC5","protein_coding","13",102799110,102875994,3
"ENSG00000134899","ERCC5","protein_coding","13",102807146,102876001,1
"ENSG00000250878","METTL21EP","transcribed_unprocessed_pseudogene","13",102880099,102896033,9
"ENSG00000125255","SLC10A2","protein_coding","13",103043998,103066846,1
"ENSG00000182346","DAOA","protein_coding","13",105465867,105491034,19
"ENSG00000222682","RNA5SP38","rRNA","13",106155372,106155490,17
"ENSG00000125266","EFNB2","protein_coding","13",106489731,106535662,6
"ENSG00000134884","ARGLU1","protein_coding","13",106541673,106568164,2
"ENSG00000204442","FAM155A","protein_coding","13",107163510,107866735,12
"ENSG00000201847","SNORD31B","snoRNA","13",107320895,107320963,11
"ENSG00000174405","LIG4","protein_coding","13",108207439,108218368,2
"ENSG00000139826","ABHD13","protein_coding","13",108218379,108234255,1
"ENSG00000102524","TNFSF13B","protein_coding","13",108251240,108308484,12
"ENSG00000223177","RNA5SP39","rRNA","13",108301212,108301331,14
"ENSG00000041515","MYO16","protein_coding","13",108596152,109208007,12
"ENSG00000185950","IRS2","protein_coding","13",109752698,109786568,6
"ENSG00000201161","RN7SKP10","misc_RNA","13",109915096,109915420,18
"ENSG00000265885","RN7SL783P","misc_RNA","13",110097851,110098151,19
"ENSG00000187498","COL4A1","protein_coding","13",110148963,110307149,7
"ENSG00000134871","COL4A2","protein_coding","13",110305812,110513027,12
"ENSG00000276765","MIR8073","miRNA","13",110340958,110341029,19
"ENSG00000139832","RAB20","protein_coding","13",110523066,110561733,6
"ENSG00000213995","NAXD","protein_coding","13",110615460,110639993,1
"ENSG00000134905","CARS2","protein_coding","13",110641412,110713603,1
"ENSG00000153487","ING1","protein_coding","13",110712736,110723339,2
"ENSG00000088448","ANKRD10","protein_coding","13",110878540,110915069,6
"ENSG00000102606","ARHGEF7","protein_coding","13",111114559,111305737,12
"ENSG00000153495","TEX29","protein_coding","13",111316184,111344249,17
"ENSG00000182968","SOX1","protein_coding","13",112067647,112070488,12
"ENSG00000224243","SOX1-OT","lincRNA","13",112107119,112108015,18
"ENSG00000153498","SPACA7","protein_coding","13",112376319,112434689,18
"ENSG00000126216","TUBGCP3","protein_coding","13",112485005,112588167,1
"ENSG00000197595","ATP11AUN","lincRNA","13",112647044,112684497,19
"ENSG00000068650","ATP11A","protein_coding","13",112690329,112887168,12
"ENSG00000126217","MCF2L","protein_coding","13",112894378,113099739,6
"ENSG00000057593","F7","protein_coding","13",113105788,113120681,12
"ENSG00000126218","F10","protein_coding","13",113122814,113149529,12
"ENSG00000126231","PROZ","protein_coding","13",113158654,113172383,12
"ENSG00000126226","PCID2","protein_coding","13",113177539,113208715,1
"ENSG00000139842","CUL4A","protein_coding","13",113208193,113267108,2
"ENSG00000277942","MIR8075","miRNA","13",113262920,113262999,19
"ENSG00000185896","LAMP1","protein_coding","13",113297241,113323672,6
"ENSG00000139835","GRTP1","protein_coding","13",113324164,113364148,1
"ENSG00000153531","ADPRHL1","protein_coding","13",113399610,113453524,12
"ENSG00000150401","DCUN1D2","protein_coding","13",113455819,113490952,2
"ENSG00000202347","RNU1-16P","snRNA","13",113478915,113479078,15
"ENSG00000150403","TMCO3","protein_coding","13",113490995,113554590,1
"ENSG00000198176","TFDP1","protein_coding","13",113584721,113641470,1
"ENSG00000186009","ATP4B","protein_coding","13",113648804,113658186,6
"ENSG00000185974","GRK1","protein_coding","13",113667155,113737735,12
"ENSG00000184497","TMEM255B","protein_coding","13",113759240,113816995,12
"ENSG00000183087","GAS6","protein_coding","13",113820549,113864067,12
"ENSG00000229373","LINC00452","lincRNA","13",113888306,113923512,19
"ENSG00000283199","C13orf46","protein_coding","13",113953705,113974079,15
"ENSG00000185989","RASA3","protein_coding","13",113977783,114132611,6
"ENSG00000283361","CFAP97D2","protein_coding","13",114154691,114223084,17
"ENSG00000130177","CDC16","protein_coding","13",114234887,114272723,1
"ENSG00000264539","MIR548AR","miRNA","13",114244505,114244561,19
"ENSG00000169062","UPF3A","protein_coding","13",114281584,114305817,2
"ENSG00000198824","CHAMP1","protein_coding","13",114314335,114337626,14
"ENSG00000206906","RNU6-458P","snRNA","14",18343038,18343144,15
"ENSG00000257115","OR11H12","protein_coding","14",18601045,18602129,17
"ENSG00000222036","POTEM","protein_coding","14",18967434,18999012,19
"ENSG00000212612","RNU6-1239P","snRNA","14",18978847,18978953,15
"ENSG00000187537","POTEG","protein_coding","14",19402486,19434341,12
"ENSG00000212516","RNU6-1268P","snRNA","14",19422815,19422921,15
"ENSG00000258453","OR11H2","protein_coding","14",19712904,19714332,17
"ENSG00000176294","OR4N2","protein_coding","14",19719015,19830253,17
"ENSG00000182652","OR4Q3","protein_coding","14",19743571,19749469,15
"ENSG00000176299","OR4M1","protein_coding","14",19773504,19783696,14
"ENSG00000228304","OR4K6P","unprocessed_pseudogene","14",19847367,19848263,18
"ENSG00000176290","OR4K3","polymorphic_pseudogene","14",19868197,19869143,15
"ENSG00000165762","OR4K2","protein_coding","14",19875142,19883932,15
"ENSG00000176281","OR4K5","protein_coding","14",19920582,19921659,17
"ENSG00000155249","OR4K1","protein_coding","14",19930917,19936757,15
"ENSG00000169488","OR4K15","protein_coding","14",19975444,19976659,17
"ENSG00000196383","OR4Q2","polymorphic_pseudogene","14",19999913,20004760,15
"ENSG00000169484","OR4K14","protein_coding","14",20014143,20019307,15
"ENSG00000176253","OR4K13","protein_coding","14",20029399,20036038,15
"ENSG00000176246","OR4L1","protein_coding","14",20060045,20060983,15
"ENSG00000252999","RNA5SP380","rRNA","14",20090130,20090227,16
"ENSG00000176230","OR4K17","protein_coding","14",20110739,20122199,19
"ENSG00000184394","OR4N5","protein_coding","14",20138820,20145471,15
"ENSG00000258468","OR11G1P","unprocessed_pseudogene","14",20179189,20180156,18
"ENSG00000196832","OR11G2","protein_coding","14",20190894,20201075,15
"ENSG00000176219","OR11H6","protein_coding","14",20223710,20224702,15
"ENSG00000258806","OR11H7","polymorphic_pseudogene","14",20229402,20230346,17
"ENSG00000176198","OR11H4","protein_coding","14",20239286,20244349,15
"ENSG00000136319","TTC5","protein_coding","14",20256558,20305994,1
"ENSG00000100814","CCNB1IP1","protein_coding","14",20311368,20333312,2
"ENSG00000222489","SNORA79B","snoRNA","14",20323179,20323326,12
"ENSG00000238344","SNORD126","snoRNA","14",20326450,20326526,15
"ENSG00000277209","RPPH1","ribozyme","14",20343075,20343407,13
"ENSG00000129484","PARP2","protein_coding","14",20343582,20357905,2
"ENSG00000129566","TEP1","protein_coding","14",20365667,20413429,1
"ENSG00000200225","RNA5SP382","rRNA","14",20414987,20415098,16
"ENSG00000185271","KLHL33","protein_coding","14",20425852,20436158,12
"ENSG00000092094","OSGEP","protein_coding","14",20446411,20455105,1
"ENSG00000100823","APEX1","protein_coding","14",20455191,20457772,1
"ENSG00000165782","PIP4P1","protein_coding","14",20457719,20461612,6
"ENSG00000198805","PNP","protein_coding","14",20468954,20477094,1
"ENSG00000182545","RNASE10","protein_coding","14",20505537,20511169,17
"ENSG00000188655","RNASE9","protein_coding","14",20556093,20560931,17
"ENSG00000173464","RNASE11","protein_coding","14",20583559,20609884,18
"ENSG00000258436","RNASE12","protein_coding","14",20590193,20590823,15
"ENSG00000181803","OR6S1","protein_coding","14",20640696,20641691,15
"ENSG00000258818","RNASE4","protein_coding","14",20684100,20701215,15
"ENSG00000214274","ANG","protein_coding","14",20684177,20698971,12
"ENSG00000181562","EDDM3A","protein_coding","14",20745892,20748380,19
"ENSG00000181552","EDDM3B","protein_coding","14",20768427,20770948,15
"ENSG00000169413","RNASE6","protein_coding","14",20781051,20782467,17
"ENSG00000129538","RNASE1","protein_coding","14",20801228,20803278,15
"ENSG00000169397","RNASE3","protein_coding","14",20891399,20892348,12
"ENSG00000169385","RNASE2","protein_coding","14",20955452,20956436,12
"ENSG00000243817","RN7SL189P","misc_RNA","14",20963579,20963867,19
"ENSG00000165792","METTL17","protein_coding","14",20989770,20997035,1
"ENSG00000165794","SLC39A2","protein_coding","14",20999255,21001871,1
"ENSG00000165795","NDRG2","protein_coding","14",21016763,21070872,12
"ENSG00000179636","TPPP2","protein_coding","14",21024109,21036276,1
"ENSG00000206150","RNASE13","protein_coding","14",21032820,21034785,15
"ENSG00000165799","RNASE7","protein_coding","14",21042226,21044234,12
"ENSG00000173431","RNASE8","protein_coding","14",21057822,21058455,12
"ENSG00000165801","ARHGEF40","protein_coding","14",21070270,21090240,15
"ENSG00000165804","ZNF219","protein_coding","14",21090046,21104722,12
"ENSG00000232070","TMEM253","protein_coding","14",21098937,21103724,17
"ENSG00000200102","RNU6-252P","snRNA","14",21113639,21113745,15
"ENSG00000169327","OR5AU1","protein_coding","14",21148370,21159060,17
"ENSG00000092199","HNRNPC","protein_coding","14",21209136,21269494,12
"ENSG00000092200","RPGRIP1","protein_coding","14",21287939,21351301,13
"ENSG00000092201","SUPT16H","protein_coding","14",21351472,21384266,1
"ENSG00000100888","CHD8","protein_coding","14",21385194,21456126,12
"ENSG00000199436","SNORD9","snoRNA","14",21392150,21392253,11
"ENSG00000200785","SNORD8","snoRNA","14",21397292,21397401,11
"ENSG00000274475","RN7SL650P","misc_RNA","14",21429508,21429806,19
"ENSG00000129472","RAB2B","protein_coding","14",21459020,21476973,1
"ENSG00000092203","TOX4","protein_coding","14",21476597,21499175,7
"ENSG00000165819","METTL3","protein_coding","14",21498133,21511375,1
"ENSG00000165821","SALL2","protein_coding","14",21521081,21537216,7
"ENSG00000169208","OR10G3","protein_coding","14",21568520,21580076,15
"ENSG00000273586","OR10G1P","unprocessed_pseudogene","14",21601882,21602825,18
"ENSG00000255569","TRAV1-1","TR_V_gene","14",21621838,21622567,17
"ENSG00000255582","OR10G2","protein_coding","14",21633836,21634940,15
"ENSG00000256553","TRAV1-2","TR_V_gene","14",21642889,21643578,12
"ENSG00000221977","OR4E2","protein_coding","14",21653835,21667642,13
"ENSG00000276240","OR4E1","protein_coding","14",21667940,21673818,15
"ENSG00000211776","TRAV2","TR_V_gene","14",21712321,21712843,15
"ENSG00000211777","TRAV3","TR_V_gene","14",21723713,21724321,12
"ENSG00000211778","TRAV4","TR_V_gene","14",21736152,21736982,15
"ENSG00000211779","TRAV5","TR_V_gene","14",21749178,21749705,15
"ENSG00000211780","TRAV6","TR_V_gene","14",21768489,21769080,15
"ENSG00000211781","TRAV7","TR_V_gene","14",21782993,21783503,15
"ENSG00000211782","TRAV8-1","TR_V_gene","14",21797287,21797886,12
"ENSG00000211783","TRAV9-1","TR_V_gene","14",21811502,21811977,15
"ENSG00000211784","TRAV10","TR_V_gene","14",21825472,21826075,15
"ENSG00000211785","TRAV12-1","TR_V_gene","14",21841240,21841774,15
"ENSG00000211786","TRAV8-2","TR_V_gene","14",21846537,21847221,13
"ENSG00000211787","TRAV8-3","TR_V_gene","14",21852558,21853006,12
"ENSG00000211788","TRAV13-1","TR_V_gene","14",21868839,21869365,15
"ENSG00000211789","TRAV12-2","TR_V_gene","14",21887857,21888502,15
"ENSG00000211790","TRAV8-4","TR_V_gene","14",21894433,21895030,13
"ENSG00000211791","TRAV13-2","TR_V_gene","14",21918188,21918756,15
"ENSG00000211792","TRAV14DV4","TR_V_gene","14",21924063,21924651,15
"ENSG00000211793","TRAV9-2","TR_V_gene","14",21941128,21941657,15
"ENSG00000211794","TRAV12-3","TR_V_gene","14",21965451,21966061,15
"ENSG00000211795","TRAV8-6","TR_V_gene","14",21978459,21979120,12
"ENSG00000211796","TRAV16","TR_V_gene","14",21990496,21990938,13
"ENSG00000211797","TRAV17","TR_V_gene","14",21997539,21998168,15
"ENSG00000211798","TRAV18","TR_V_gene","14",22003106,22003673,12
"ENSG00000211799","TRAV19","TR_V_gene","14",22007512,22008181,15
"ENSG00000211800","TRAV20","TR_V_gene","14",22040594,22041153,15
"ENSG00000211801","TRAV21","TR_V_gene","14",22052514,22053056,15
"ENSG00000211802","TRAV22","TR_V_gene","14",22070557,22071208,15
"ENSG00000211803","TRAV23DV6","TR_V_gene","14",22086407,22086961,15
"ENSG00000211804","TRDV1","TR_V_gene","14",22096032,22096619,15
"ENSG00000211805","TRAV24","TR_V_gene","14",22105343,22105846,15
"ENSG00000211806","TRAV25","TR_V_gene","14",22112347,22113031,15
"ENSG00000211807","TRAV26-1","TR_V_gene","14",22123318,22124285,15
"ENSG00000211808","TRAV8-7","TR_V_gene","14",22132553,22133034,12
"ENSG00000211809","TRAV27","TR_V_gene","14",22147995,22148633,15
"ENSG00000211810","TRAV29DV5","TR_V_gene","14",22163238,22163870,15
"ENSG00000259092","TRAV30","TR_V_gene","14",22168429,22168988,15
"ENSG00000211812","TRAV26-2","TR_V_gene","14",22202583,22203368,12
"ENSG00000211813","TRAV34","TR_V_gene","14",22207522,22208129,15
"ENSG00000211814","TRAV35","TR_V_pseudogene","14",22221896,22222475,15
"ENSG00000211815","TRAV36DV7","TR_V_gene","14",22226746,22227254,12
"ENSG00000211816","TRAV38-1","TR_V_gene","14",22271968,22272563,15
"ENSG00000211817","TRAV38-2DV8","TR_V_gene","14",22281105,22281748,15
"ENSG00000211818","TRAV39","TR_V_gene","14",22304054,22304553,15
"ENSG00000211819","TRAV40","TR_V_gene","14",22314490,22314919,12
"ENSG00000211820","TRAV41","TR_V_gene","14",22320188,22320691,15
"ENSG00000211821","TRDV2","TR_V_gene","14",22422371,22423042,15
"ENSG00000211828","TRDJ3","TR_J_gene","14",22459098,22459156,18
"ENSG00000211829","TRDC","TR_C_gene","14",22462932,22465787,14
"ENSG00000256590","TRDV3","TR_V_gene","14",22469041,22469698,15
"ENSG00000211837","TRAJ53","TR_J_gene","14",22483004,22483069,17
"ENSG00000211851","TRAJ38","TR_J_gene","14",22502231,22502292,17
"ENSG00000277734","TRAC","TR_C_gene","14",22547506,22552154,15
"ENSG00000129562","DAD1","protein_coding","14",22564905,22589269,2
"ENSG00000100439","ABHD4","protein_coding","14",22598237,22613215,1
"ENSG00000255804","OR6J1","protein_coding","14",22630929,22644352,15
"ENSG00000235213","OR6E1P","unprocessed_pseudogene","14",22702143,22703065,18
"ENSG00000155463","OXA1L","protein_coding","14",22766522,22773041,1
"ENSG00000155465","SLC7A7","protein_coding","14",22773222,22829820,1
"ENSG00000172590","MRPL52","protein_coding","14",22829879,22835037,6
"ENSG00000157227","MMP14","protein_coding","14",22836557,22849027,1
"ENSG00000197324","LRP10","protein_coding","14",22871613,22881580,12
"ENSG00000139890","REM2","protein_coding","14",22883165,22887686,13
"ENSG00000100461","RBM23","protein_coding","14",22893206,22919184,1
"ENSG00000100462","PRMT5","protein_coding","14",22920511,22929585,1
"ENSG00000092036","HAUS4","protein_coding","14",22946228,22957161,2
"ENSG00000284118","MIR4707","miRNA","14",22956950,22957029,19
"ENSG00000129474","AJUBA","protein_coding","14",22971174,22982642,12
"ENSG00000100802","C14orf93","protein_coding","14",22985908,23010166,13
"ENSG00000100804","PSMB5","protein_coding","14",23016543,23035230,1
"ENSG00000222028","PSMB11","protein_coding","14",23042167,23044276,1
"ENSG00000139880","CDH24","protein_coding","14",23047062,23057538,12
"ENSG00000100813","ACIN1","protein_coding","14",23058564,23095614,2
"ENSG00000179933","C14orf119","protein_coding","14",23094765,23100462,6
"ENSG00000283654","LMLN2","protein_coding","14",23099065,23104992,7
"ENSG00000092067","CEBPE","protein_coding","14",23117304,23119616,15
"ENSG00000092068","SLC7A8","protein_coding","14",23125295,23183674,1
"ENSG00000202229","RNU6-1138P","snRNA","14",23156309,23156414,15
"ENSG00000215277","RNF212B","protein_coding","14",23185316,23273477,1
"ENSG00000252347","RNU6-1046P","snRNA","14",23259460,23259566,17
"ENSG00000215271","HOMEZ","protein_coding","14",23272422,23299447,12
"ENSG00000235194","PPP1R3E","protein_coding","14",23295643,23302848,6
"ENSG00000129473","BCL2L2","protein_coding","14",23298790,23311759,6
"ENSG00000258643","BCL2L2-PABPN1","protein_coding","14",23306835,23325369,12
"ENSG00000100836","PABPN1","protein_coding","14",23321289,23326185,1
"ENSG00000092096","SLC22A17","protein_coding","14",23346306,23352912,12
"ENSG00000100842","EFS","protein_coding","14",23356402,23365752,13
"ENSG00000166090","IL25","protein_coding","14",23372809,23376403,15
"ENSG00000166091","CMTM5","protein_coding","14",23376808,23379772,15
"ENSG00000197616","MYH6","protein_coding","14",23381990,23408277,1
"ENSG00000199157","MIR208A","miRNA","14",23388596,23388666,15
"ENSG00000092054","MYH7","protein_coding","14",23412738,23435718,1
"ENSG00000215991","MIR208B","miRNA","14",23417987,23418063,12
"ENSG00000129460","NGDN","protein_coding","14",23469688,23509862,1
"ENSG00000136367","ZFHX2","protein_coding","14",23520855,23556192,13
"ENSG00000259431","THTPA","protein_coding","14",23555988,23560271,6
"ENSG00000213983","AP1G2","protein_coding","14",23559565,23568070,1
"ENSG00000092051","JPH4","protein_coding","14",23568035,23578800,1
"ENSG00000100867","DHRS2","protein_coding","14",23630115,23645639,1
"ENSG00000222931","RN7SKP205","misc_RNA","14",23791930,23792236,17
"ENSG00000259334","LINC00596","lincRNA","14",23922247,23934568,17
"ENSG00000157326","DHRS4","protein_coding","14",23953586,23969279,1
"ENSG00000187630","DHRS4L2","protein_coding","14",23969874,24006408,1
"ENSG00000225766","DHRS4L1","transcribed_unprocessed_pseudogene","14",24036453,24051028,1
"ENSG00000186648","CARMIL3","protein_coding","14",24052000,24069728,3
"ENSG00000100884","CPNE6","protein_coding","14",24070837,24078100,1
"ENSG00000129535","NRL","protein_coding","14",24080107,24115014,13
"ENSG00000100889","PCK2","protein_coding","14",24094053,24110598,1
"ENSG00000100897","DCAF11","protein_coding","14",24114195,24125242,2
"ENSG00000139914","FITM1","protein_coding","14",24131275,24132849,12
"ENSG00000092010","PSME1","protein_coding","14",24136158,24138967,12
"ENSG00000100908","EMC9","protein_coding","14",24138959,24141588,1
"ENSG00000100911","PSME2","protein_coding","14",24143362,24147570,12
"ENSG00000283856","MIR7703","miRNA","14",24143489,24143565,19
"ENSG00000092098","RNF31","protein_coding","14",24146683,24160661,6
"ENSG00000199804","RNA5SP383","rRNA","14",24158603,24158722,18
"ENSG00000213928","IRF9","protein_coding","14",24161053,24166565,15
"ENSG00000100918","REC8","protein_coding","14",24171853,24180257,1
"ENSG00000196497","IPO4","protein_coding","14",24180219,24188964,1
"ENSG00000100926","TM9SF1","protein_coding","14",24189143,24195687,1
"ENSG00000139908","TSSK4","protein_coding","14",24205697,24208362,1
"ENSG00000254505","CHMP4A","protein_coding","14",24209583,24213869,1
"ENSG00000213920","MDP1","protein_coding","14",24213937,24216070,1
"ENSG00000255526","NEDD8-MDP1","protein_coding","14",24213955,24232352,3
"ENSG00000129559","NEDD8","protein_coding","14",24216852,24232454,1
"ENSG00000100938","GMPR2","protein_coding","14",24232422,24239242,1
"ENSG00000092330","TINF2","protein_coding","14",24239643,24242674,12
"ENSG00000092295","TGM1","protein_coding","14",24249114,24264432,6
"ENSG00000100949","RABGGTA","protein_coding","14",24265538,24271739,1
"ENSG00000157379","DHRS1","protein_coding","14",24290598,24299833,1
"ENSG00000196943","NOP9","protein_coding","14",24299862,24309124,1
"ENSG00000136305","CIDEB","protein_coding","14",24305096,24311430,12
